iso_code,continent,location,date,total_cases,change,total_deaths,total_deaths_per_million
PAK,Asia,Pakistan,8/15/2021,1094699,4491.982,24339,99.873
PAK,Asia,Pakistan,8/16/2021,1094699,4491.982,24339,99.873
PAK,Asia,Pakistan,8/17/2021,1094699,4491.982,24339,99.873
PAK,Asia,Pakistan,8/18/2021,1094699,4491.982,24339,99.873
PAK,Asia,Pakistan,8/19/2021,1094699,4491.982,24339,99.873
PAK,Asia,Pakistan,8/20/2021,1094699,4491.982,24339,99.873
PAK,Asia,Pakistan,8/21/2021,1094699,4491.982,24339,99.873
PAK,Asia,Pakistan,8/22/2021,1119970,4595.678,24848,101.961
PAK,Asia,Pakistan,8/23/2021,1119970,4595.678,24848,101.961
PAK,Asia,Pakistan,8/24/2021,1119970,4595.678,24848,101.961
PAK,Asia,Pakistan,8/25/2021,1119970,4595.678,24848,101.961
PAK,Asia,Pakistan,8/26/2021,1119970,4595.678,24848,101.961
PAK,Asia,Pakistan,8/27/2021,1119970,4595.678,24848,101.961
PAK,Asia,Pakistan,8/28/2021,1119970,4595.678,24848,101.961
PAK,Asia,Pakistan,8/29/2021,1148572,4713.044,25535,104.78
PAK,Asia,Pakistan,8/30/2021,1148572,4713.044,25535,104.78
PAK,Asia,Pakistan,8/31/2021,1148572,4713.044,25535,104.78
PAK,Asia,Pakistan,9/1/2021,1148572,4713.044,25535,104.78
PAK,Asia,Pakistan,9/2/2021,1148572,4713.044,25535,104.78
PAK,Asia,Pakistan,9/3/2021,1148572,4713.044,25535,104.78
PAK,Asia,Pakistan,9/4/2021,1148572,4713.044,25535,104.78
PAK,Asia,Pakistan,9/5/2021,1175558,4823.778,26114,107.156
PAK,Asia,Pakistan,9/6/2021,1175558,4823.778,26114,107.156
PAK,Asia,Pakistan,9/7/2021,1175558,4823.778,26114,107.156
PAK,Asia,Pakistan,9/8/2021,1175558,4823.778,26114,107.156
PAK,Asia,Pakistan,9/9/2021,1175558,4823.778,26114,107.156
PAK,Asia,Pakistan,9/10/2021,1175558,4823.778,26114,107.156
PAK,Asia,Pakistan,9/11/2021,1175558,4823.778,26114,107.156
PAK,Asia,Pakistan,9/12/2021,1201367,4929.682,26662,109.405
PAK,Asia,Pakistan,9/13/2021,1201367,4929.682,26662,109.405
PAK,Asia,Pakistan,9/14/2021,1201367,4929.682,26662,109.405
PAK,Asia,Pakistan,9/15/2021,1201367,4929.682,26662,109.405
PAK,Asia,Pakistan,9/16/2021,1201367,4929.682,26662,109.405
PAK,Asia,Pakistan,9/17/2021,1201367,4929.682,26662,109.405
PAK,Asia,Pakistan,9/18/2021,1201367,4929.682,26662,109.405
PAK,Asia,Pakistan,9/19/2021,1221261,5011.316,27135,111.346
PAK,Asia,Pakistan,9/20/2021,1221261,5011.316,27135,111.346
PAK,Asia,Pakistan,9/21/2021,1221261,5011.316,27135,111.346
PAK,Asia,Pakistan,9/22/2021,1221261,5011.316,27135,111.346
PAK,Asia,Pakistan,9/23/2021,1221261,5011.316,27135,111.346
PAK,Asia,Pakistan,9/24/2021,1221261,5011.316,27135,111.346
PAK,Asia,Pakistan,9/25/2021,1221261,5011.316,27135,111.346
PAK,Asia,Pakistan,9/26/2021,1236888,5075.44,27524,112.942
PAK,Asia,Pakistan,9/27/2021,1236888,5075.44,27524,112.942
PAK,Asia,Pakistan,9/28/2021,1236888,5075.44,27524,112.942
PAK,Asia,Pakistan,9/29/2021,1236888,5075.44,27524,112.942
PAK,Asia,Pakistan,9/30/2021,1236888,5075.44,27524,112.942
PAK,Asia,Pakistan,10/1/2021,1236888,5075.44,27524,112.942
PAK,Asia,Pakistan,10/2/2021,1236888,5075.44,27524,112.942
PAK,Asia,Pakistan,10/3/2021,1248202,5121.865,27831,114.202
PAK,Asia,Pakistan,10/4/2021,1248202,5121.865,27831,114.202
PAK,Asia,Pakistan,10/5/2021,1248202,5121.865,27831,114.202
PAK,Asia,Pakistan,10/6/2021,1248202,5121.865,27831,114.202
PAK,Asia,Pakistan,10/7/2021,1248202,5121.865,27831,114.202
PAK,Asia,Pakistan,10/8/2021,1248202,5121.865,27831,114.202
PAK,Asia,Pakistan,10/9/2021,1248202,5121.865,27831,114.202
PAK,Asia,Pakistan,10/10/2021,1257188,5158.738,28087,115.252
PAK,Asia,Pakistan,10/11/2021,1257188,5158.738,28087,115.252
PAK,Asia,Pakistan,10/12/2021,1257188,5158.738,28087,115.252
PAK,Asia,Pakistan,10/13/2021,1257188,5158.738,28087,115.252
PAK,Asia,Pakistan,10/14/2021,1257188,5158.738,28087,115.252
PAK,Asia,Pakistan,10/15/2021,1257188,5158.738,28087,115.252
PAK,Asia,Pakistan,10/16/2021,1257188,5158.738,28087,115.252
PAK,Asia,Pakistan,10/17/2021,1263664,5185.312,28252,115.929
PAK,Asia,Pakistan,10/18/2021,1263664,5185.312,28252,115.929
PAK,Asia,Pakistan,10/19/2021,1263664,5185.312,28252,115.929
PAK,Asia,Pakistan,10/20/2021,1263664,5185.312,28252,115.929
PAK,Asia,Pakistan,10/21/2021,1263664,5185.312,28252,115.929
PAK,Asia,Pakistan,10/22/2021,1263664,5185.312,28252,115.929
PAK,Asia,Pakistan,10/23/2021,1263664,5185.312,28252,115.929
PAK,Asia,Pakistan,10/24/2021,1267945,5202.878,28359,116.368
PAK,Asia,Pakistan,10/25/2021,1267945,5202.878,28359,116.368
PAK,Asia,Pakistan,10/26/2021,1267945,5202.878,28359,116.368
PAK,Asia,Pakistan,10/27/2021,1267945,5202.878,28359,116.368
PAK,Asia,Pakistan,10/28/2021,1267945,5202.878,28359,116.368
PAK,Asia,Pakistan,10/29/2021,1267945,5202.878,28359,116.368
PAK,Asia,Pakistan,10/30/2021,1267945,5202.878,28359,116.368
PAK,Asia,Pakistan,10/31/2021,1272345,5220.934,28439,116.696
PAK,Asia,Pakistan,11/1/2021,1272345,5220.934,28439,116.696
PAK,Asia,Pakistan,11/2/2021,1272345,5220.934,28439,116.696
PAK,Asia,Pakistan,11/3/2021,1272345,5220.934,28439,116.696
PAK,Asia,Pakistan,11/4/2021,1272345,5220.934,28439,116.696
PAK,Asia,Pakistan,11/5/2021,1272345,5220.934,28439,116.696
PAK,Asia,Pakistan,11/6/2021,1272345,5220.934,28439,116.696
PAK,Asia,Pakistan,11/7/2021,1276240,5236.916,28518,117.021
PAK,Asia,Pakistan,11/8/2021,1276240,5236.916,28518,117.021
PAK,Asia,Pakistan,11/9/2021,1276240,5236.916,28518,117.021
PAK,Asia,Pakistan,11/10/2021,1276240,5236.916,28518,117.021
PAK,Asia,Pakistan,11/11/2021,1276240,5236.916,28518,117.021
PAK,Asia,Pakistan,11/12/2021,1276240,5236.916,28518,117.021
PAK,Asia,Pakistan,11/13/2021,1276240,5236.916,28518,117.021
PAK,Asia,Pakistan,11/14/2021,1279373,5249.772,28595,117.337
PAK,Asia,Pakistan,11/15/2021,1279373,5249.772,28595,117.337
PAK,Asia,Pakistan,11/16/2021,1279373,5249.772,28595,117.337
PAK,Asia,Pakistan,11/17/2021,1279373,5249.772,28595,117.337
PAK,Asia,Pakistan,11/18/2021,1279373,5249.772,28595,117.337
PAK,Asia,Pakistan,11/19/2021,1279373,5249.772,28595,117.337
PAK,Asia,Pakistan,11/20/2021,1279373,5249.772,28595,117.337
PAK,Asia,Pakistan,11/21/2021,1281559,5258.742,28655,117.583
PAK,Asia,Pakistan,11/22/2021,1281559,5258.742,28655,117.583
PAK,Asia,Pakistan,11/23/2021,1281559,5258.742,28655,117.583
PAK,Asia,Pakistan,11/24/2021,1281559,5258.742,28655,117.583
PAK,Asia,Pakistan,11/25/2021,1281559,5258.742,28655,117.583
PAK,Asia,Pakistan,11/26/2021,1281559,5258.742,28655,117.583
PAK,Asia,Pakistan,11/27/2021,1281559,5258.742,28655,117.583
PAK,Asia,Pakistan,11/28/2021,1283886,5268.291,28704,117.784
PAK,Asia,Pakistan,11/29/2021,1283886,5268.291,28704,117.784
PAK,Asia,Pakistan,11/30/2021,1283886,5268.291,28704,117.784
PAK,Asia,Pakistan,12/1/2021,1283886,5268.291,28704,117.784
PAK,Asia,Pakistan,12/2/2021,1283886,5268.291,28704,117.784
PAK,Asia,Pakistan,12/3/2021,1283886,5268.291,28704,117.784
PAK,Asia,Pakistan,12/4/2021,1283886,5268.291,28704,117.784
PAK,Asia,Pakistan,12/5/2021,1286453,5278.824,28761,118.018
PAK,Asia,Pakistan,12/6/2021,1286453,5278.824,28761,118.018
PAK,Asia,Pakistan,12/7/2021,1286453,5278.824,28761,118.018
PAK,Asia,Pakistan,12/8/2021,1286453,5278.824,28761,118.018
PAK,Asia,Pakistan,12/9/2021,1286453,5278.824,28761,118.018
PAK,Asia,Pakistan,12/10/2021,1286453,5278.824,28761,118.018
PAK,Asia,Pakistan,12/11/2021,1286453,5278.824,28761,118.018
PAK,Asia,Pakistan,12/12/2021,1288761,5288.295,28823,118.272
PAK,Asia,Pakistan,12/13/2021,1288761,5288.295,28823,118.272
PAK,Asia,Pakistan,12/14/2021,1288761,5288.295,28823,118.272
PAK,Asia,Pakistan,12/15/2021,1288761,5288.295,28823,118.272
PAK,Asia,Pakistan,12/16/2021,1288761,5288.295,28823,118.272
PAK,Asia,Pakistan,12/17/2021,1288761,5288.295,28823,118.272
PAK,Asia,Pakistan,12/18/2021,1288761,5288.295,28823,118.272
PAK,Asia,Pakistan,12/19/2021,1290848,5296.859,28870,118.465
PAK,Asia,Pakistan,12/20/2021,1290848,5296.859,28870,118.465
PAK,Asia,Pakistan,12/21/2021,1290848,5296.859,28870,118.465
PAK,Asia,Pakistan,12/22/2021,1290848,5296.859,28870,118.465
PAK,Asia,Pakistan,12/23/2021,1290848,5296.859,28870,118.465
PAK,Asia,Pakistan,12/24/2021,1290848,5296.859,28870,118.465
PAK,Asia,Pakistan,12/25/2021,1290848,5296.859,28870,118.465
PAK,Asia,Pakistan,12/26/2021,1293081,5306.022,28905,118.609
PAK,Asia,Pakistan,12/27/2021,1293081,5306.022,28905,118.609
PAK,Asia,Pakistan,12/28/2021,1293081,5306.022,28905,118.609
PAK,Asia,Pakistan,12/29/2021,1293081,5306.022,28905,118.609
PAK,Asia,Pakistan,12/30/2021,1293081,5306.022,28905,118.609
PAK,Asia,Pakistan,12/31/2021,1293081,5306.022,28905,118.609
PAK,Asia,Pakistan,1/1/2022,1293081,5306.022,28905,118.609
PAK,Asia,Pakistan,1/2/2022,1295933,5317.724,28933,118.724
PAK,Asia,Pakistan,1/3/2022,1295933,5317.724,28933,118.724
PAK,Asia,Pakistan,1/4/2022,1295933,5317.724,28933,118.724
PAK,Asia,Pakistan,1/5/2022,1295933,5317.724,28933,118.724
PAK,Asia,Pakistan,1/6/2022,1295933,5317.724,28933,118.724
PAK,Asia,Pakistan,1/7/2022,1295933,5317.724,28933,118.724
PAK,Asia,Pakistan,1/8/2022,1295933,5317.724,28933,118.724
PAK,Asia,Pakistan,1/9/2022,1302486,5344.614,28962,118.843
PAK,Asia,Pakistan,1/10/2022,1302486,5344.614,28962,118.843
PAK,Asia,Pakistan,1/11/2022,1302486,5344.614,28962,118.843
PAK,Asia,Pakistan,1/12/2022,1302486,5344.614,28962,118.843
PAK,Asia,Pakistan,1/13/2022,1302486,5344.614,28962,118.843
PAK,Asia,Pakistan,1/14/2022,1302486,5344.614,28962,118.843
PAK,Asia,Pakistan,1/15/2022,1302486,5344.614,28962,118.843
PAK,Asia,Pakistan,1/16/2022,1320120,5416.973,29003,119.011
PAK,Asia,Pakistan,1/17/2022,1320120,5416.973,29003,119.011
PAK,Asia,Pakistan,1/18/2022,1320120,5416.973,29003,119.011
PAK,Asia,Pakistan,1/19/2022,1320120,5416.973,29003,119.011
PAK,Asia,Pakistan,1/20/2022,1320120,5416.973,29003,119.011
PAK,Asia,Pakistan,1/21/2022,1320120,5416.973,29003,119.011
PAK,Asia,Pakistan,1/22/2022,1320120,5416.973,29003,119.011
PAK,Asia,Pakistan,1/23/2022,1360019,5580.695,29077,119.314
PAK,Asia,Pakistan,1/24/2022,1360019,5580.695,29077,119.314
PAK,Asia,Pakistan,1/25/2022,1360019,5580.695,29077,119.314
PAK,Asia,Pakistan,1/26/2022,1360019,5580.695,29077,119.314
PAK,Asia,Pakistan,1/27/2022,1360019,5580.695,29077,119.314
PAK,Asia,Pakistan,1/28/2022,1360019,5580.695,29077,119.314
PAK,Asia,Pakistan,1/29/2022,1360019,5580.695,29077,119.314
PAK,Asia,Pakistan,1/30/2022,1410013,5785.84,29219,119.897
PAK,Asia,Pakistan,1/31/2022,1410013,5785.84,29219,119.897
PAK,Asia,Pakistan,2/1/2022,1410013,5785.84,29219,119.897
PAK,Asia,Pakistan,2/2/2022,1410013,5785.84,29219,119.897
PAK,Asia,Pakistan,2/3/2022,1410013,5785.84,29219,119.897
PAK,Asia,Pakistan,2/4/2022,1410013,5785.84,29219,119.897
PAK,Asia,Pakistan,2/5/2022,1410013,5785.84,29219,119.897
PAK,Asia,Pakistan,2/6/2022,1454899,5970.025,29448,120.837
PAK,Asia,Pakistan,2/7/2022,1454899,5970.025,29448,120.837
PAK,Asia,Pakistan,2/8/2022,1454899,5970.025,29448,120.837
PAK,Asia,Pakistan,2/9/2022,1454899,5970.025,29448,120.837
PAK,Asia,Pakistan,2/10/2022,1454899,5970.025,29448,120.837
PAK,Asia,Pakistan,2/11/2022,1454899,5970.025,29448,120.837
PAK,Asia,Pakistan,2/12/2022,1454899,5970.025,29448,120.837
PAK,Asia,Pakistan,2/13/2022,1480592,6075.453,29731,121.998
PAK,Asia,Pakistan,2/14/2022,1480592,6075.453,29731,121.998
PAK,Asia,Pakistan,2/15/2022,1480592,6075.453,29731,121.998
PAK,Asia,Pakistan,2/16/2022,1480592,6075.453,29731,121.998
PAK,Asia,Pakistan,2/17/2022,1480592,6075.453,29731,121.998
PAK,Asia,Pakistan,2/18/2022,1480592,6075.453,29731,121.998
PAK,Asia,Pakistan,2/19/2022,1480592,6075.453,29731,121.998
PAK,Asia,Pakistan,2/20/2022,1498676,6149.659,29976,123.003
PAK,Asia,Pakistan,2/21/2022,1498676,6149.659,29976,123.003
PAK,Asia,Pakistan,2/22/2022,1498676,6149.659,29976,123.003
PAK,Asia,Pakistan,2/23/2022,1498676,6149.659,29976,123.003
PAK,Asia,Pakistan,2/24/2022,1498676,6149.659,29976,123.003
PAK,Asia,Pakistan,2/25/2022,1498676,6149.659,29976,123.003
PAK,Asia,Pakistan,2/26/2022,1498676,6149.659,29976,123.003
PAK,Asia,Pakistan,2/27/2022,1507657,6186.512,30153,123.73
PAK,Asia,Pakistan,2/28/2022,1507657,6186.512,30153,123.73
PAK,Asia,Pakistan,3/1/2022,1507657,6186.512,30153,123.73
PAK,Asia,Pakistan,3/2/2022,1507657,6186.512,30153,123.73
PAK,Asia,Pakistan,3/3/2022,1507657,6186.512,30153,123.73
PAK,Asia,Pakistan,3/4/2022,1507657,6186.512,30153,123.73
PAK,Asia,Pakistan,3/5/2022,1507657,6186.512,30153,123.73
PAK,Asia,Pakistan,3/6/2022,1513503,6210.5,30258,124.161
PAK,Asia,Pakistan,3/7/2022,1513503,6210.5,30258,124.161
PAK,Asia,Pakistan,3/8/2022,1513503,6210.5,30258,124.161
PAK,Asia,Pakistan,3/9/2022,1513503,6210.5,30258,124.161
PAK,Asia,Pakistan,3/10/2022,1513503,6210.5,30258,124.161
PAK,Asia,Pakistan,3/11/2022,1513503,6210.5,30258,124.161
PAK,Asia,Pakistan,3/12/2022,1513503,6210.5,30258,124.161
PAK,Asia,Pakistan,3/13/2022,1518083,6229.294,30304,124.349
PAK,Asia,Pakistan,3/14/2022,1518083,6229.294,30304,124.349
PAK,Asia,Pakistan,3/15/2022,1518083,6229.294,30304,124.349
PAK,Asia,Pakistan,3/16/2022,1518083,6229.294,30304,124.349
PAK,Asia,Pakistan,3/17/2022,1518083,6229.294,30304,124.349
PAK,Asia,Pakistan,3/18/2022,1518083,6229.294,30304,124.349
PAK,Asia,Pakistan,3/19/2022,1518083,6229.294,30304,124.349
PAK,Asia,Pakistan,3/20/2022,1521513,6243.368,30328,124.448
PAK,Asia,Pakistan,3/21/2022,1521513,6243.368,30328,124.448
PAK,Asia,Pakistan,3/22/2022,1521513,6243.368,30328,124.448
PAK,Asia,Pakistan,3/23/2022,1521513,6243.368,30328,124.448
PAK,Asia,Pakistan,3/24/2022,1521513,6243.368,30328,124.448
PAK,Asia,Pakistan,3/25/2022,1521513,6243.368,30328,124.448
PAK,Asia,Pakistan,3/26/2022,1521513,6243.368,30328,124.448
PAK,Asia,Pakistan,3/27/2022,1523590,6251.891,30340,124.497
PAK,Asia,Pakistan,3/28/2022,1523590,6251.891,30340,124.497
PAK,Asia,Pakistan,3/29/2022,1523590,6251.891,30340,124.497
PAK,Asia,Pakistan,3/30/2022,1523590,6251.891,30340,124.497
PAK,Asia,Pakistan,3/31/2022,1523590,6251.891,30340,124.497
PAK,Asia,Pakistan,4/1/2022,1523590,6251.891,30340,124.497
PAK,Asia,Pakistan,4/2/2022,1523590,6251.891,30340,124.497
PAK,Asia,Pakistan,4/3/2022,1525181,6258.42,30360,124.579
PAK,Asia,Pakistan,4/4/2022,1525181,6258.42,30360,124.579
PAK,Asia,Pakistan,4/5/2022,1525181,6258.42,30360,124.579
PAK,Asia,Pakistan,4/6/2022,1525181,6258.42,30360,124.579
PAK,Asia,Pakistan,4/7/2022,1525181,6258.42,30360,124.579
PAK,Asia,Pakistan,4/8/2022,1525181,6258.42,30360,124.579
PAK,Asia,Pakistan,4/9/2022,1525181,6258.42,30360,124.579
PAK,Asia,Pakistan,4/10/2022,1526472,6263.717,30361,124.583
PAK,Asia,Pakistan,4/11/2022,1526472,6263.717,30361,124.583
PAK,Asia,Pakistan,4/12/2022,1526472,6263.717,30361,124.583
PAK,Asia,Pakistan,4/13/2022,1526472,6263.717,30361,124.583
PAK,Asia,Pakistan,4/14/2022,1526472,6263.717,30361,124.583
PAK,Asia,Pakistan,4/15/2022,1526472,6263.717,30361,124.583
PAK,Asia,Pakistan,4/16/2022,1526472,6263.717,30361,124.583
PAK,Asia,Pakistan,4/17/2022,1527151,6266.503,30363,124.591
PAK,Asia,Pakistan,4/18/2022,1527151,6266.503,30363,124.591
PAK,Asia,Pakistan,4/19/2022,1527151,6266.503,30363,124.591
PAK,Asia,Pakistan,4/20/2022,1527151,6266.503,30363,124.591
PAK,Asia,Pakistan,4/21/2022,1527151,6266.503,30363,124.591
PAK,Asia,Pakistan,4/22/2022,1527151,6266.503,30363,124.591
PAK,Asia,Pakistan,4/23/2022,1527151,6266.503,30363,124.591
PAK,Asia,Pakistan,4/24/2022,1527751,6268.966,30369,124.616
PAK,Asia,Pakistan,4/25/2022,1527751,6268.966,30369,124.616
PAK,Asia,Pakistan,4/26/2022,1527751,6268.966,30369,124.616
PAK,Asia,Pakistan,4/27/2022,1527751,6268.966,30369,124.616
PAK,Asia,Pakistan,4/28/2022,1527751,6268.966,30369,124.616
PAK,Asia,Pakistan,4/29/2022,1527751,6268.966,30369,124.616
PAK,Asia,Pakistan,4/30/2022,1527751,6268.966,30369,124.616
PAK,Asia,Pakistan,5/1/2022,1527956,6269.806,30369,124.616
PAK,Asia,Pakistan,5/2/2022,1527956,6269.806,30369,124.616
PAK,Asia,Pakistan,5/3/2022,1527956,6269.806,30369,124.616
PAK,Asia,Pakistan,5/4/2022,1527956,6269.806,30369,124.616
PAK,Asia,Pakistan,5/5/2022,1527956,6269.806,30369,124.616
PAK,Asia,Pakistan,5/6/2022,1527956,6269.806,30369,124.616
PAK,Asia,Pakistan,5/7/2022,1527956,6269.806,30369,124.616
PAK,Asia,Pakistan,5/8/2022,1527956,6269.806,30369,124.616
PAK,Asia,Pakistan,5/9/2022,1527956,6269.806,30369,124.616
PAK,Asia,Pakistan,5/10/2022,1527956,6269.806,30369,124.616
PAK,Asia,Pakistan,5/11/2022,1527956,6269.806,30369,124.616
PAK,Asia,Pakistan,5/12/2022,1527956,6269.806,30369,124.616
PAK,Asia,Pakistan,5/13/2022,1527956,6269.806,30369,124.616
PAK,Asia,Pakistan,5/14/2022,1527956,6269.806,30369,124.616
PAK,Asia,Pakistan,5/15/2022,1529167,6274.776,30376,124.645
PAK,Asia,Pakistan,5/16/2022,1529167,6274.776,30376,124.645
PAK,Asia,Pakistan,5/17/2022,1529167,6274.776,30376,124.645
PAK,Asia,Pakistan,5/18/2022,1529167,6274.776,30376,124.645
PAK,Asia,Pakistan,5/19/2022,1529167,6274.776,30376,124.645
PAK,Asia,Pakistan,5/20/2022,1529167,6274.776,30376,124.645
PAK,Asia,Pakistan,5/21/2022,1529167,6274.776,30376,124.645
PAK,Asia,Pakistan,5/22/2022,1529711,6277.008,30379,124.657
PAK,Asia,Pakistan,5/23/2022,1529711,6277.008,30379,124.657
PAK,Asia,Pakistan,5/24/2022,1529711,6277.008,30379,124.657
PAK,Asia,Pakistan,5/25/2022,1529711,6277.008,30379,124.657
PAK,Asia,Pakistan,5/26/2022,1529711,6277.008,30379,124.657
PAK,Asia,Pakistan,5/27/2022,1529711,6277.008,30379,124.657
PAK,Asia,Pakistan,5/28/2022,1529711,6277.008,30379,124.657
PAK,Asia,Pakistan,5/29/2022,1530235,6279.158,30379,124.657
PAK,Asia,Pakistan,5/30/2022,1530235,6279.158,30379,124.657
PAK,Asia,Pakistan,5/31/2022,1530235,6279.158,30379,124.657
PAK,Asia,Pakistan,6/1/2022,1530235,6279.158,30379,124.657
PAK,Asia,Pakistan,6/2/2022,1530235,6279.158,30379,124.657
PAK,Asia,Pakistan,6/3/2022,1530235,6279.158,30379,124.657
PAK,Asia,Pakistan,6/4/2022,1530235,6279.158,30379,124.657
PAK,Asia,Pakistan,6/5/2022,1530650,6280.861,30379,124.657
PAK,Asia,Pakistan,6/6/2022,1530650,6280.861,30379,124.657
PAK,Asia,Pakistan,6/7/2022,1530650,6280.861,30379,124.657
PAK,Asia,Pakistan,6/8/2022,1530650,6280.861,30379,124.657
PAK,Asia,Pakistan,6/9/2022,1530650,6280.861,30379,124.657
PAK,Asia,Pakistan,6/10/2022,1530650,6280.861,30379,124.657
PAK,Asia,Pakistan,6/11/2022,1530650,6280.861,30379,124.657
PAK,Asia,Pakistan,6/12/2022,1531112,6282.757,30381,124.665
PAK,Asia,Pakistan,6/13/2022,1531112,6282.757,30381,124.665
PAK,Asia,Pakistan,6/14/2022,1531112,6282.757,30381,124.665
PAK,Asia,Pakistan,6/15/2022,1531112,6282.757,30381,124.665
PAK,Asia,Pakistan,6/16/2022,1531112,6282.757,30381,124.665
PAK,Asia,Pakistan,6/17/2022,1531112,6282.757,30381,124.665
PAK,Asia,Pakistan,6/18/2022,1531112,6282.757,30381,124.665
PAK,Asia,Pakistan,6/19/2022,1531830,6285.703,30383,124.673
PAK,Asia,Pakistan,6/20/2022,1531830,6285.703,30383,124.673
PAK,Asia,Pakistan,6/21/2022,1531830,6285.703,30383,124.673
PAK,Asia,Pakistan,6/22/2022,1531830,6285.703,30383,124.673
PAK,Asia,Pakistan,6/23/2022,1531830,6285.703,30383,124.673
PAK,Asia,Pakistan,6/24/2022,1531830,6285.703,30383,124.673
PAK,Asia,Pakistan,6/25/2022,1531830,6285.703,30383,124.673
PAK,Asia,Pakistan,6/26/2022,1533482,6292.482,30386,124.686
PAK,Asia,Pakistan,6/27/2022,1533482,6292.482,30386,124.686
PAK,Asia,Pakistan,6/28/2022,1533482,6292.482,30386,124.686
PAK,Asia,Pakistan,6/29/2022,1533482,6292.482,30386,124.686
PAK,Asia,Pakistan,6/30/2022,1533482,6292.482,30386,124.686
PAK,Asia,Pakistan,7/1/2022,1533482,6292.482,30386,124.686
PAK,Asia,Pakistan,7/2/2022,1533482,6292.482,30386,124.686
PAK,Asia,Pakistan,7/3/2022,1537297,6308.136,30399,124.739
PAK,Asia,Pakistan,7/4/2022,1537297,6308.136,30399,124.739
PAK,Asia,Pakistan,7/5/2022,1537297,6308.136,30399,124.739
PAK,Asia,Pakistan,7/6/2022,1537297,6308.136,30399,124.739
PAK,Asia,Pakistan,7/7/2022,1537297,6308.136,30399,124.739
PAK,Asia,Pakistan,7/8/2022,1537297,6308.136,30399,124.739
PAK,Asia,Pakistan,7/9/2022,1537297,6308.136,30399,124.739
PAK,Asia,Pakistan,7/10/2022,1542377,6328.982,30420,124.825
PAK,Asia,Pakistan,7/11/2022,1542377,6328.982,30420,124.825
PAK,Asia,Pakistan,7/12/2022,1542377,6328.982,30420,124.825
PAK,Asia,Pakistan,7/13/2022,1542377,6328.982,30420,124.825
PAK,Asia,Pakistan,7/14/2022,1542377,6328.982,30420,124.825
PAK,Asia,Pakistan,7/15/2022,1542377,6328.982,30420,124.825
PAK,Asia,Pakistan,7/16/2022,1542377,6328.982,30420,124.825
PAK,Asia,Pakistan,7/17/2022,1545647,6342.4,30438,124.899
PAK,Asia,Pakistan,7/18/2022,1545647,6342.4,30438,124.899
PAK,Asia,Pakistan,7/19/2022,1545647,6342.4,30438,124.899
PAK,Asia,Pakistan,7/20/2022,1545647,6342.4,30438,124.899
PAK,Asia,Pakistan,7/21/2022,1545647,6342.4,30438,124.899
PAK,Asia,Pakistan,7/22/2022,1545647,6342.4,30438,124.899
PAK,Asia,Pakistan,7/23/2022,1545647,6342.4,30438,124.899
PAK,Asia,Pakistan,7/24/2022,1549766,6359.302,30464,125.006
PAK,Asia,Pakistan,7/25/2022,1549766,6359.302,30464,125.006
PAK,Asia,Pakistan,7/26/2022,1549766,6359.302,30464,125.006
PAK,Asia,Pakistan,7/27/2022,1549766,6359.302,30464,125.006
PAK,Asia,Pakistan,7/28/2022,1549766,6359.302,30464,125.006
PAK,Asia,Pakistan,7/29/2022,1549766,6359.302,30464,125.006
PAK,Asia,Pakistan,7/30/2022,1549766,6359.302,30464,125.006
PAK,Asia,Pakistan,7/31/2022,1553930,6376.388,30486,125.096
PAK,Asia,Pakistan,8/1/2022,1553930,6376.388,30486,125.096
PAK,Asia,Pakistan,8/2/2022,1553930,6376.388,30486,125.096
PAK,Asia,Pakistan,8/3/2022,1553930,6376.388,30486,125.096
PAK,Asia,Pakistan,8/4/2022,1553930,6376.388,30486,125.096
PAK,Asia,Pakistan,8/5/2022,1553930,6376.388,30486,125.096
PAK,Asia,Pakistan,8/6/2022,1553930,6376.388,30486,125.096
PAK,Asia,Pakistan,8/7/2022,1558557,6395.374,30505,125.174
PAK,Asia,Pakistan,8/8/2022,1558557,6395.374,30505,125.174
PAK,Asia,Pakistan,8/9/2022,1558557,6395.374,30505,125.174
PAK,Asia,Pakistan,8/10/2022,1558557,6395.374,30505,125.174
PAK,Asia,Pakistan,8/11/2022,1558557,6395.374,30505,125.174
PAK,Asia,Pakistan,8/12/2022,1558557,6395.374,30505,125.174
PAK,Asia,Pakistan,8/13/2022,1558557,6395.374,30505,125.174
PAK,Asia,Pakistan,8/14/2022,1562307,6410.762,30523,125.248
PAK,Asia,Pakistan,8/15/2022,1562307,6410.762,30523,125.248
PAK,Asia,Pakistan,8/16/2022,1562307,6410.762,30523,125.248
PAK,Asia,Pakistan,8/17/2022,1562307,6410.762,30523,125.248
PAK,Asia,Pakistan,8/18/2022,1562307,6410.762,30523,125.248
PAK,Asia,Pakistan,8/19/2022,1562307,6410.762,30523,125.248
PAK,Asia,Pakistan,8/20/2022,1562307,6410.762,30523,125.248
PAK,Asia,Pakistan,8/21/2022,1565768,6424.964,30550,125.359
PAK,Asia,Pakistan,8/22/2022,1565768,6424.964,30550,125.359
PAK,Asia,Pakistan,8/23/2022,1565768,6424.964,30550,125.359
PAK,Asia,Pakistan,8/24/2022,1565768,6424.964,30550,125.359
PAK,Asia,Pakistan,8/25/2022,1565768,6424.964,30550,125.359
PAK,Asia,Pakistan,8/26/2022,1565768,6424.964,30550,125.359
